ชื่อสินค้า,รหัสโรงงาน,คลังสินค้า,< 1 วัน,< 1 วัน,< 1 วัน, 1 - 2 วัน, 1 - 2 วัน, 1 - 2 วัน, 3 - 3 วัน, 3 - 3 วัน, 3 - 3 วัน, 4 - 4 วัน, 4 - 4 วัน, 4 - 4 วัน,> 4 วัน,> 4 วัน,> 4 วัน,รหัสสินค้า,SAP,รหัสโรงงาน,รหัสคลัง
,,รหัสสินค้า:92316070-สามชั้นหมูกระทะแช่แข็ง,,0,0,,299,"2,990.00",,0,0,,50,500,,"1,987","19,870.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,299,"2,990.00",,0,0,,50,500,,"1,987","19,870.00",,,,
92316070-สามชั้นหมูกระทะแช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,126,"1,260.00",,0,0,,50,500,,"1,987","19,870.00",92316070,23068943,408910,43
92316070-สามชั้นหมูกระทะแช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,173,"1,730.00",,0,0,,0,0,,0,0,92316070,23068943,408910,49
,,รหัสสินค้า:92316071-สามชั้นหมูสไลซ์แช่แข็ง,,0,0,,148,"1,480.00",,0,0,,0,0,,542,"5,420.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,148,"1,480.00",,0,0,,0,0,,542,"5,420.00",,,,
92316071-สามชั้นหมูสไลซ์แช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,540,"5,400.00",92316071,23068945,408910,43
92316071-สามชั้นหมูสไลซ์แช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,148,"1,480.00",,0,0,,0,0,,2,20,92316071,23068945,408910,49
,,รหัสสินค้า:92316072-G-สามชั้นหมูกระทะแช่แข็ง(070),,0,0,,42,420,,150,"1,500.00",,0,0,,"1,392","13,920.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,42,420,,150,"1,500.00",,0,0,,"1,392","13,920.00",,,,
92316072-G-สามชั้นหมูกระทะแช่แข็ง(070),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,150,"1,500.00",,0,0,,"1,392","13,920.00",92316072,23069862,408910,43
92316072-G-สามชั้นหมูกระทะแช่แข็ง(070),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,42,420,,0,0,,0,0,,0,0,92316072,23069862,408910,49
,,รหัสสินค้า:92316073-G-สามชั้นหมูสไลซ์แช่แข็ง(071),,0,0,,0,0,,0,0,,0,0,,"1,364","13,640.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,"1,364","13,640.00",,,,
92316073-G-สามชั้นหมูสไลซ์แช่แข็ง(071),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,"1,326","13,260.00",92316073,23069864,408910,43
92316073-G-สามชั้นหมูสไลซ์แช่แข็ง(071),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,38,380,92316073,23069864,408910,49
,,รหัสสินค้า:92316083-หมูสามชั้นลอกหนังสไลซ์(ตราซูเปอร์เชฟ)(F),,0,0,,0,0,,0,0,,0,0,,10,10,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,10,10,,,,
92316083-หมูสามชั้นลอกหนังสไลซ์(ตราซูเปอร์เชฟ)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,10,10,92316083,23079502,408910,49
,,รหัสสินค้า:92316084-สามชั้นหมูสไลซ์เเช่เเข็ง (Aro)(5X1),,0,0,,0,0,,0,0,,0,0,,276,276,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,276,276,,,,
92316084-สามชั้นหมูสไลซ์เเช่เเข็ง (Aro)(5X1),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,276,276,92316084,23079935,408910,43
,,รหัสสินค้า:92316115-สามชั้นลอกหนังหมูชีวาแช่แข็ง,,0,0,,0,0,,0,0,,0,0,,5,75,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,5,75,,,,
92316115-สามชั้นลอกหนังหมูชีวาแช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,5,75,92316115,23095584,408910,43
,,รหัสสินค้า:92316325-สามชั้นลอกหนังแต่ง-(CP)(F),,0,0,,62,930,,0,0,,43,645,,83,"1,245.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,18,270,,0,0,,18,270,,83,"1,245.00",,,,
92316325-สามชั้นลอกหนังแต่ง-(CP)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BK -FG (48),,0,0,,0,0,,0,0,,18,270,,83,"1,245.00",92316325,23026409,408910,48
92316325-สามชั้นลอกหนังแต่ง-(CP)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,18,270,,0,0,,0,0,,0,0,92316325,23026409,408910,49
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,44,660,,0,0,,25,375,,0,0,,,,
92316325-สามชั้นลอกหนังแต่ง-(CP)(F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,10,150,,0,0,,20,300,,0,0,92316325,23026409,409010,0
92316325-สามชั้นลอกหนังแต่ง-(CP)(F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังห้องฟรีส (39),,0,0,,34,510,,0,0,,5,75,,0,0,92316325,23026409,409010,39
,,รหัสสินค้า:92316343-สามชั้นลอกหนัง(Spec9)-ส่งออก(F),,0,0,,162,"2,430.00",,81,"1,215.00",,81,"1,215.00",,345,"5,175.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,81,"1,215.00",,81,"1,215.00",,81,"1,215.00",,345,"5,175.00",,,,
92316343-สามชั้นลอกหนัง(Spec9)-ส่งออก(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BK -FG (48),,0,0,,81,"1,215.00",,81,"1,215.00",,81,"1,215.00",,345,"5,175.00",92316343,23040951,408910,48
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,81,"1,215.00",,0,0,,0,0,,0,0,,,,
92316343-สามชั้นลอกหนัง(Spec9)-ส่งออก(F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังห้องฟรีส (39),,0,0,,81,"1,215.00",,0,0,,0,0,,0,0,92316343,23040951,409010,39
,,รหัสสินค้า:92316358-หมูดำ(Kuro)สามชั้นลอกหนัง-Spec 16(F),,0,0,,54,810,,24,360,,0,0,,265,"3,975.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,54,810,,24,360,,0,0,,265,"3,975.00",,,,
92316358-หมูดำ(Kuro)สามชั้นลอกหนัง-Spec 16(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),ห้องสินค้า Cold Storage,,0,0,,0,0,,0,0,,0,0,,2,30,92316358,23048057,408910,2
92316358-หมูดำ(Kuro)สามชั้นลอกหนัง-Spec 16(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,24,360,,0,0,,262,"3,930.00",92316358,23048057,408910,43
92316358-หมูดำ(Kuro)สามชั้นลอกหนัง-Spec 16(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,54,810,,0,0,,0,0,,1,15,92316358,23048057,408910,49
,,รหัสสินค้า:92316384-ซีพีคูโรบูตะ Double Roll Slice-Set(F),,0,0,,0,0,,702,"3,369.60",,0,0,,"4,664","22,384.20",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,702,"3,369.60",,0,0,,"4,664","22,384.20",,,,
92316384-ซีพีคูโรบูตะ Double Roll Slice-Set(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,0,0,,0,0,,0,0,,3,11.4,92316384,23061148,408910,0
92316384-ซีพีคูโรบูตะ Double Roll Slice-Set(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,702,"3,369.60",,0,0,,"4,660","22,368.00",92316384,23061148,408910,43
92316384-ซีพีคูโรบูตะ Double Roll Slice-Set(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,1,4.8,92316384,23061148,408910,49
,,รหัสสินค้า:92316386-ซีพีคูโรบูตะเบคอนโรล(F),,0,0,,0,0,,0,0,,0,0,,133,"1,166.50",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,133,"1,166.50",,,,
92316386-ซีพีคูโรบูตะเบคอนโรล(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),ห้องสินค้า Cold Storage,,0,0,,0,0,,0,0,,0,0,,133,"1,166.50",92316386,23062641,408910,2
,,รหัสสินค้า:92316419-ซีพีคูโรบูตะสามชั้นลอกหนังม้วนสไลซ์(F),,0,0,,121,"1,016.40",,0,0,,0,0,,0,0,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,121,"1,016.40",,0,0,,0,0,,0,0,,,,
92316419-ซีพีคูโรบูตะสามชั้นลอกหนังม้วนสไลซ์(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,121,"1,016.40",,0,0,,0,0,,0,0,92316419,23077830,408910,49
,,รหัสสินค้า:92316453-สามชั้นหมูซีพีคูโรบูตะสไลซ์(แช่แข็ง)3X1,,0,0,,0,0,,0,0,,0,0,,"1,620",972,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,"1,620",972,,,,
92316453-สามชั้นหมูซีพีคูโรบูตะสไลซ์(แช่แข็ง)3X1,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,"1,620",972,92316453,23088612,408910,43
,,รหัสสินค้า:92316456-สามชั้นหมูดำซีพีคูโรบูตะสไลซ์ 200ก.(F),,0,0,,0,0,,0,0,,0,0,,"8,960","1,792.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,"8,960","1,792.00",,,,
92316456-สามชั้นหมูดำซีพีคูโรบูตะสไลซ์ 200ก.(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,"8,960","1,792.00",92316456,23091998,408910,43
,,รหัสสินค้า:92316473-สามชั้นลอกหนัง Spec-1(CP) ส่งออก(F),,0,0,,0,0,,0,0,,0,0,,63,796.2,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,63,796.2,,,,
92316473-สามชั้นลอกหนัง Spec-1(CP) ส่งออก(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),ห้องสินค้า Cold Storage,,0,0,,0,0,,0,0,,0,0,,58,724.2,92316473,23095749,408910,2
92316473-สามชั้นลอกหนัง Spec-1(CP) ส่งออก(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BK -FG (48),,0,0,,0,0,,0,0,,0,0,,5,72,92316473,23095749,408910,48
,,รหัสสินค้า:92317032-หมูดำ(KUROBUTA) ซี่โครงแผ่น(F),,0,0,,14,210,,16,240,,0,0,,6,90,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,14,210,,16,240,,0,0,,6,90,,,,
92317032-หมูดำ(KUROBUTA) ซี่โครงแผ่น(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,16,240,,0,0,,6,90,92317032,23039400,408910,43
92317032-หมูดำ(KUROBUTA) ซี่โครงแผ่น(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,14,210,,0,0,,0,0,,0,0,92317032,23039400,408910,49
,,รหัสสินค้า:92317063-ซี่โครงหมูแช่แข็ง,,0,0,,0,0,,50,750,,0,0,,0,0,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,50,750,,0,0,,0,0,,,,
92317063-ซี่โครงหมูแช่แข็ง,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BK -FG (48),,0,0,,0,0,,50,750,,0,0,,0,0,92317063,23070204,408910,48
,,รหัสสินค้า:92317314-หมูดำ(KUROBUTA) ซี่โครงตัดเส้น 4 นิ้ว(F),,0,0,,7,105,,0,0,,0,0,,2,30,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,7,105,,0,0,,0,0,,2,30,,,,
92317314-หมูดำ(KUROBUTA) ซี่โครงตัดเส้น 4 นิ้ว(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังผลิต (20),,0,0,,0,0,,0,0,,0,0,,2,30,92317314,23047566,408910,20
92317314-หมูดำ(KUROBUTA) ซี่โครงตัดเส้น 4 นิ้ว(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,7,105,,0,0,,0,0,,0,0,92317314,23047566,408910,49
,,รหัสสินค้า:92319005-เนื้อกะบังลม (F),,0,0,,0,0,,0,0,,0,0,,4,60,,,,
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,0,0,,0,0,,0,0,,4,60,,,,
92319005-เนื้อกะบังลม (F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,0,0,,0,0,,0,0,,4,60,92319005,23015287,409010,0
,,รหัสสินค้า:92319022-หมุบดเบอร์ 1(F),,0,0,,0,0,,0,0,,0,0,,98,980,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,98,980,,,,
92319022-หมุบดเบอร์ 1(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,98,980,92319022,23047039,408910,43
,,รหัสสินค้า:92319059-หมูบดเบอร์ 1(1 กก.)(F),,0,0,,"6,250","6,250.00",,"3,330","3,330.00",,"1,840","1,840.00",,"144,520","144,520.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,"6,250","6,250.00",,"3,330","3,330.00",,"1,840","1,840.00",,"144,520","144,520.00",,,,
92319059-หมูบดเบอร์ 1(1 กก.)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),ห้องสินค้า Cold Storage,,0,0,,0,0,,0,0,,0,0,,680,680,92319059,23062968,408910,2
92319059-หมูบดเบอร์ 1(1 กก.)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,"2,480","2,480.00",,"1,840","1,840.00",,"143,840","143,840.00",92319059,23062968,408910,43
92319059-หมูบดเบอร์ 1(1 กก.)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -WIP (43),,0,0,,"3,000","3,000.00",,0,0,,0,0,,0,0,92319059,23062968,408910,4310
92319059-หมูบดเบอร์ 1(1 กก.)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,"3,250","3,250.00",,850,850,,0,0,,0,0,92319059,23062968,408910,49
,,รหัสสินค้า:92319060-หมูบดเบอร์ 1(1 กก.)-K(F),,0,0,,0,0,,0,0,,0,0,,"16,500","16,500.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,"16,500","16,500.00",,,,
92319060-หมูบดเบอร์ 1(1 กก.)-K(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,"16,500","16,500.00",92319060,23062971,408910,43
,,รหัสสินค้า:92319068-หมูบดหยาบปนมัน 10 % (16 มม.)-(F),,0,0,,0,0,,38,380,,0,0,,2,20,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,38,380,,0,0,,2,20,,,,
92319068-หมูบดหยาบปนมัน 10 % (16 มม.)-(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังผลิต (20),,0,0,,0,0,,0,0,,0,0,,2,20,92319068,23067067,408910,20
92319068-หมูบดหยาบปนมัน 10 % (16 มม.)-(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,38,380,,0,0,,0,0,92319068,23067067,408910,43
,,รหัสสินค้า:92319069-เนื้อหมูบดแช่แข็งตราเอโร่,,0,0,,0,0,,0,0,,313,"3,130.00",,"6,024","60,240.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,313,"3,130.00",,"6,024","60,240.00",,,,
92319069-เนื้อหมูบดแช่แข็งตราเอโร่,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,313,"3,130.00",,"6,024","60,240.00",92319069,23067466,408910,43
,,รหัสสินค้า:92319090-เนื้อหมูบดเเช่เเข็ง (Aro)(5X1),,0,0,,0,0,,0,0,,0,0,,444,444,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,444,444,,,,
92319090-เนื้อหมูบดเเช่เเข็ง (Aro)(5X1),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,444,444,92319090,23079937,408910,43
,,รหัสสินค้า:92319095-เนื้อหมูซีพีคูโรบูตะบด(แช่แข็ง)3X1,,0,0,,0,0,,0,0,,0,0,,580,348,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,580,348,,,,
92319095-เนื้อหมูซีพีคูโรบูตะบด(แช่แข็ง)3X1,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,580,348,92319095,23088618,408910,43
,,รหัสสินค้า:92319097-หมูบดหยาบแช่แข็ง (ตรากระทะเหล็ก),,0,0,,0,0,,0,0,,0,0,,430,"4,300.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,430,"4,300.00",,,,
92319097-หมูบดหยาบแช่แข็ง (ตรากระทะเหล็ก),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,430,"4,300.00",92319097,23092961,408910,43
,,รหัสสินค้า:92319103-SP12_หมูบดแช่แข็งกก.ละ,,0,0,,0,0,,0,0,,0,0,,1,12,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,1,12,,,,
92319103-SP12_หมูบดแช่แข็งกก.ละ,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,1,12,92319103,23096181,408910,49
,,รหัสสินค้า:92320003-ขาหน้าเผา(F),,0,0,,5,100,,42,840,,39,780,,968,"19,360.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,5,100,,42,840,,0,0,,950,"19,000.00",,,,
92320003-ขาหน้าเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),ห้องสินค้า Cold Storage,,0,0,,0,0,,0,0,,0,0,,1,20,92320003,23015299,408910,2
92320003-ขาหน้าเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,42,840,,0,0,,906,"18,120.00",92320003,23015299,408910,43
92320003-ขาหน้าเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BK -FG (48),,0,0,,0,0,,0,0,,0,0,,34,680,92320003,23015299,408910,48
92320003-ขาหน้าเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,5,100,,0,0,,0,0,,6,120,92320003,23015299,408910,49
92320003-ขาหน้าเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้ารอเข้าCarton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,3,60,92320003,23015299,408910,4910
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,0,0,,0,0,,39,780,,18,360,,,,
92320003-ขาหน้าเผา(F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,0,0,,0,0,,39,780,,18,360,92320003,23015299,409010,0
,,รหัสสินค้า:92320008-ขาหลังเผา(F),,0,0,,10,200,,45,900,,13,260,,210,"4,200.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,10,200,,45,900,,11,220,,210,"4,200.00",,,,
92320008-ขาหลังเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,45,900,,11,220,,210,"4,200.00",92320008,23029936,408910,43
92320008-ขาหลังเผา(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),Carton-Frezze (49),,0,0,,10,200,,0,0,,0,0,,0,0,92320008,23029936,408910,49
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,0,0,,0,0,,2,40,,0,0,,,,
92320008-ขาหลังเผา(F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,0,0,,0,0,,2,40,,0,0,92320008,23029936,409010,0
,,รหัสสินค้า:92320016-คากิ F,,0,0,,30,600,,0,0,,0,0,,23,460,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,25,500,,0,0,,0,0,,23,460,,,,
92320016-คากิ F,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,20,400,92320016,23017248,408910,43
92320016-คากิ F,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -WIP (43),,0,0,,25,500,,0,0,,0,0,,0,0,92320016,23017248,408910,4310
92320016-คากิ F,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้ารอเข้าCarton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,3,60,92320016,23017248,408910,4910
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,5,100,,0,0,,0,0,,0,0,,,,
92320016-คากิ F,409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,5,100,,0,0,,0,0,,0,0,92320016,23017248,409010,0
,,รหัสสินค้า:92320017-คากิเผา (F),,0,0,,0,0,,0,0,,2,40,,2,40,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,1,20,,,,
92320017-คากิเผา (F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้ารอเข้าCarton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,1,20,92320017,23015314,408910,4910
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,0,0,,0,0,,2,40,,1,20,,,,
92320017-คากิเผา (F),409010-ซีพีเอฟประเทศไทย (บางคล้า),คลังสินค้าสำเร็จรูป FG (00) - กรุงเทพ,,0,0,,0,0,,0,0,,2,40,,1,20,92320017,23015314,409010,0
,,รหัสสินค้า:92320018-คากิ(ข้อสอง) (F),,0,0,,0,0,,7,140,,0,0,,71,"1,420.00",,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,7,140,,0,0,,71,"1,420.00",,,,
92320018-คากิ(ข้อสอง) (F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,7,140,,0,0,,71,"1,420.00",92320018,23015315,408910,43
,,รหัสสินค้า:92320019-คากิเผา(ข้อสอง) (F),,0,0,,0,0,,0,0,,0,0,,1,20,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,1,20,,,,
92320019-คากิเผา(ข้อสอง) (F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้ารอเข้าCarton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,1,20,92320019,23015316,408910,4910
,,รหัสสินค้า:92320058-ขาหน้าเผา(เบอร์1)(F),,0,0,,0,0,,0,0,,0,0,,22,440,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,0,0,,0,0,,0,0,,22,440,,,,
92320058-ขาหน้าเผา(เบอร์1)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,0,0,,0,0,,0,0,,22,440,92320058,23020296,408910,43
,,รหัสสินค้า:92320059-ขาหลังเผา(เบอร์1)(F),,0,0,,1,20,,16,320,,0,0,,21,420,,,,
,,408910-ซีพีเอฟประเทศไทย (แปดริ้ว),,0,0,,1,20,,16,320,,0,0,,21,420,,,,
92320059-ขาหลังเผา(เบอร์1)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังฝากเก็บ(D&P) BFP -FG (43),,0,0,,1,20,,16,320,,0,0,,17,340,92320059,23020297,408910,43
92320059-ขาหลังเผา(เบอร์1)(F),408910-ซีพีเอฟประเทศไทย (แปดริ้ว),คลังสินค้ารอเข้าCarton-Frezze (49),,0,0,,0,0,,0,0,,0,0,,4,80,92320059,23020297,408910,4910
,,รหัสสินค้า:92320078-ขาหน้าสด(F),,0,0,,0,0,,0,0,,0,0,,15,300,,,,
,,409010-ซีพีเอฟประเทศไทย (บางคล้า),,0,0,,0,0,,0,0,,0,0,,15,300,,,,
